character_name,traits,category,traints
amy aquino,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
niamh wilson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert j. wilke,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
felix avitia,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ryan cartwright,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
evan matthew cohen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
claudia wells,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zane holtz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
joel murray,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ellen greene,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lisa loring,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
baron chen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lya oussadit-lessert,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nihan gur,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
colin trevorrow,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
mika kanai,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eva cedeño,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gap thanavate siriwattanakul,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
matilde gioli,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chris lowell,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sabine moussier,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
nobuyuki hiyama,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jeon do-yeon,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yumi hara,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dillon casey,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mara lopez,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gina hecht,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hal scardino,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
christiani pitts,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hector david jr.,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
haruma miura,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
reda kateb,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
billy wirth,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jorge garcia,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brenda bakke,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
konstantin khabenskiy,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
eleanor audley,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kevin reynolds,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
satomi arai,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jack alcott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
allison munn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
wilbur fitzgerald,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ice-t,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dona speir,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
azul fernández,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
steve pemberton,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tiffany dupont,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
juliet stevenson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cynthia preston,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alan napier,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
metin akdülger,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jennifer o'neill,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dhruv uday singh,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kai lennox,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary scheer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
park hae-il,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tom everett scott,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tim holt,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lexi simonsen,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ekaterina guseva,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anthony turpel,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
daniel durant,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
marie robertson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lara wendel,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
naoko matsui,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kristine riis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
no zin-soo,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
kiko mizuhara,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
keishi ōtomo,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
alexia barlier,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
georgina amorós,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
amber anderson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
trevor devall,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
maurice lamarche,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yuen woo-ping,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
kim min-jun,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
michael elphick,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
isabella crovetti,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
beverly archer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
cauê campos,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
charles barkley,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
whitney cummings,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
anthony zerbe,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
eri tokunaga,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tippi hedren,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bad bunny,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
carmen villalobos,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jessalyn wanlim,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
louise delamere,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kathryn beaumont,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
terence young,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
wanida termthanaporn,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
marilu henner,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
choe chan yi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bang eun-jung,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
barbara palvin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alan silvestri,"[""['is_male'"", "" 'is_musician']""]",Sound,"['is_male', 'is_musician']"
dora madison,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kate mulgrew,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
justin walker,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
riku hagiwara,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alexandra delli colli,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
angela kinsey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
reed diamond,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
celia weston,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kylie bunbury,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
wu jinyan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
francesca neri,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
d. j. caruso,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
marina vasilyeva,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sam marin,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
nikki amuka-bird,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
andrea moore,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sasha luss,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
emma bading,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
paal herman ims,"[""['is_actor']""]",Acting,['is_actor']
ariana neal,"[""['is_actor']""]",Acting,['is_actor']
megan dodds,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hwasa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yoo chae-young,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
arthur berning,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
aleksandr kuznetsov,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
eric graise,"[""['is_actor']""]",Acting,['is_actor']
andrew santino,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kelly collins lintz,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
renee griffin,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
eric mccormack,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
élodie fontan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
victor jory,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
abigail cruttenden,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
robert hays,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dan bakkedahl,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rajpal yadav,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
ken berry,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
tuc watkins,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
shingo tsurumi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anny duperey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
joe dante,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
natalia traven,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
phil morris,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
karen lynn gorney,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kunjue li,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
honeysuckle weeks,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kerry godliman,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
elizabeth kaitan,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chad rook,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yves montand,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amber skye noyes,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
johan widerberg,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
lois smith,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarah drew,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
alex borstein,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
randall duk kim,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
amy carlson,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
adrian holmes,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
daniel von bargen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
yui sakuma,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
grażyna szapołowska,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
julian cihi,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jane darwell,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
jemima kirke,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
romane bohringer,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
zoe carides,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
chelah horsdal,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
brian mcnamara,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
irene papas,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
vera miles,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
dom deluise,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
carolyn lawrence,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
maria erwolter,"[""['is_actor']""]",Acting,['is_actor']
emma schweiger,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
bobby campo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
bette midler,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tatsuya fujiwara,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
chalongrat novsamrong,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dale dickey,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
tomokazu miura,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alina kukushkina,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
sarah alexander,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kaori neville,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ariana debose,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
gale hansen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
gary anthony williams,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
thelma ritter,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
daniela barbosa,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
casey siemaszko,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
william sanderson,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
laetitia dosch,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
monique van de ven,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ryan w. garcia,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
mary vernieu,"[""['is_female'"", "" 'is_producer']""]",Production,"['is_female', 'is_producer']"
olympia dukakis,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ruby rose turner,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
rebecca schull,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
ann blyth,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
wendy makkena,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
livio lorenzon,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
paul o'brien,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rotem sela,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kimberly-sue murray,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
naohito fujiki,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
malia pyles,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
freddie thorp,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
dave england,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
rosalind chao,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
fredro starr,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
björn andrésen,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
david oyelowo,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jackson wang,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
salman khan,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anna nevskaya,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lee duck-hwa,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
noriaki sugiyama,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
jacob fortune-lloyd,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
sam vincent,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
alexandra tydings,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
breanne hill,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
hiroaki iwanaga,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
loretta swit,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
mel harris,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
lee kyoo-hyung,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
fariba kowsari,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
yael grobglas,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
andrew howard,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
brandon mychal smith,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
kristen johnston,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
david yates,"[""['is_male'"", "" 'is_director']""]",Directing,"['is_male', 'is_director']"
géza weisz,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
anna maria horsford,"[""['is_female'"", "" 'is_actor']""]",Acting,"['is_female', 'is_actor']"
kenneth mars,"[""['is_male'"", "" 'is_actor']""]",Acting,"['is_male', 'is_actor']"
